FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
FL00294,BOMLHR621,BOM,LHR,2024-04-25,577,B777,350,304,16873810.72,542010.6
FL00295,SFOSEA804,SFO,SEA,2024-10-12,103,B777,350,278,1845094.56,349767.22
FL00296,KTMDEL629,KTM,DEL,2024-07-08,123,A320,180,81,1134119.99,162659.61
FL00297,BLRFRA643,BLR,FRA,2024-02-07,605,A380,555,418,17398177.76,829847.91
FL00298,CCUDEL674,CCU,DEL,2024-06-19,140,B737,162,162,656445.25,153467.81
FL00299,BLRBOM564,BLR,BOM,2024-09-02,100,B737,162,140,689289.56,150642.65
FL00300,LHRBOM617,LHR,BOM,2024-05-24,576,B777,350,311,14864247.74,513040.78
FL00301,CCUDAC142,CCU,DAC,2024-02-20,52,A320,180,134,2474545.03,154075.9
FL00302,ATLORD193,ATL,ORD,2024-01-24,151,A320,180,151,682941.23,167313.08
FL00303,SINDEL765,SIN,DEL,2024-05-31,455,A380,555,449,31394136.73,753001.63
FL00304,LHRBOM617,LHR,BOM,2024-12-16,583,A380,555,555,45158944.47,1349696.55
FL00305,PHXLAS165,PHX,LAS,2024-06-29,70,A320,180,173,893164.31,155988.94
FL00306,LHRJFK256,LHR,JFK,2024-09-25,459,A380,555,298,25512476.23,741018.95
FL00307,DELBOM405,DEL,BOM,2024-11-18,117,A320,180,156,530350.38,163955.41
FL00308,BLRDEL424,BLR,DEL,2024-12-07,167,B737,162,162,935335.49,206001.55
FL00309,LHRBOM617,LHR,BOM,2024-01-09,582,B777,350,301,21723269.6,502200.31
FL00310,NRTLAX296,NRT,LAX,2024-04-01,692,B777,350,114,4305806.46,550845.14
FL00311,DELAMD347,DEL,AMD,2024-05-16,96,B737,162,115,704279.95,254442.86
FL00312,SFOHKG814,SFO,HKG,2024-12-16,688,B777,350,272,19755430.84,579909.81
FL00313,MAADEL655,MAA,DEL,2024-07-12,167,A320,180,104,122653.94,169804.32
FL00314,MAASIN314,MAA,SIN,2024-06-18,276,B777,350,350,13985036.28,676518.05
FL00315,BLRHYD297,BLR,HYD,2024-12-20,65,A320,180,170,714146.33,155498.14
FL00316,DACCCU362,DAC,CCU,2024-12-02,64,A320,180,121,2453362.32,154668.4
FL00317,HYDDEL202,HYD,DEL,2024-12-30,131,B737,162,162,758972.16,154080.97
FL00318,DXBBOM181,DXB,BOM,2024-12-12,184,B737,162,143,3510458.01,159453.49
FL00319,DXBLHR145,DXB,LHR,2024-06-26,456,B777,350,163,10111482.88,470139.28
FL00320,FRABLR286,FRA,BLR,2024-07-22,604,A380,555,367,10690417.74,846754.16
FL00321,PHXLAS165,PHX,LAS,2024-10-10,55,A320,180,146,798720.0,155682.51
FL00322,SYDSIN316,SYD,SIN,2024-05-06,512,A380,555,396,23855467.42,779537.3
FL00323,HYDDEL202,HYD,DEL,2024-06-11,137,B737,162,116,705150.75,153720.33
FL00324,AMDDEL683,AMD,DEL,2024-02-14,89,A320,180,119,492883.52,161045.83
FL00325,MAADEL655,MAA,DEL,2024-02-17,165,A320,180,137,664584.7,169065.34
FL00326,DFWDEN334,DFW,DEN,2024-10-13,124,B737,162,162,780986.98,152764.26
FL00327,BOMCCU689,BOM,CCU,2024-06-03,152,A320,180,133,559811.1,169022.09
FL00328,LASPHX403,LAS,PHX,2024-07-03,59,B737,162,103,87267.85,145135.67
FL00329,BOSMIA977,BOS,MIA,2024-06-04,182,A320,180,81,503179.43,173936.3
FL00330,MIABOS172,MIA,BOS,2024-11-29,178,A320,180,120,143876.32,267470.55
FL00331,LASPHX403,LAS,PHX,2024-07-22,71,A320,180,117,552970.94,237303.6
FL00332,DELJFK372,DEL,JFK,2024-07-11,573,B777,350,282,11067055.47,545873.2
FL00333,SINDEL765,SIN,DEL,2024-04-02,462,A380,555,451,38748648.11,732392.34
FL00334,CCUDEL674,CCU,DEL,2024-05-29,138,A320,180,128,797495.06,166768.6
FL00335,PHXLAS165,PHX,LAS,2024-06-04,55,A320,180,168,980574.35,155836.07
FL00336,MIABOS172,MIA,BOS,2024-09-02,185,B777,350,282,2574288.37,381969.48
FL00337,BOMLHR621,BOM,LHR,2024-07-03,563,B777,350,285,7476566.17,541995.52
FL00338,SYDSIN316,SYD,SIN,2024-12-06,513,B777,350,350,14677324.5,516931.87
FL00339,LHRJFK256,LHR,JFK,2024-06-18,451,B777,350,297,11119165.85,468437.81
FL00340,LHRDXB596,LHR,DXB,2024-10-24,453,B777,350,256,11787210.18,474288.58
FL00341,SINDEL765,SIN,DEL,2024-03-18,442,A380,555,297,13336283.43,729861.68
FL00342,BLRBOM564,BLR,BOM,2024-03-13,104,B737,162,102,100187.83,150937.88
FL00343,LASPHX403,LAS,PHX,2024-12-22,53,A320,180,139,583073.46,155742.43
FL00344,MAASIN314,MAA,SIN,2024-02-25,280,B737,162,93,1801216.29,175666.92
FL00345,LHRBOM617,LHR,BOM,2024-10-13,565,B777,350,287,16661462.58,529371.13
FL00346,JFKLHR189,JFK,LHR,2024-07-21,447,A380,555,236,11989056.7,736849.97
FL00347,DELBOM405,DEL,BOM,2024-04-15,131,B737,162,140,721831.64,152991.76
FL00348,SINMAA969,SIN,MAA,2024-07-06,291,B777,350,246,9040546.13,423747.06
FL00349,JFKLHR189,JFK,LHR,2024-07-17,454,B777,350,260,10095687.86,488462.48
FL00350,CCUBOM220,CCU,BOM,2024-12-27,153,B737,162,162,81624.91,159018.74
FL00351,HYDBLR645,HYD,BLR,2024-04-03,75,A320,180,121,71078.06,156187.28
FL00352,DFWDEN334,DFW,DEN,2024-09-06,129,A320,180,155,793166.35,166638.39
FL00353,BOMCCU689,BOM,CCU,2024-03-12,143,A320,180,140,91417.99,171590.21
FL00354,PHXLAS165,PHX,LAS,2024-07-15,66,A320,180,129,546995.7,155711.24
FL00355,HKGSFO785,HKG,SFO,2024-09-07,688,A380,555,454,36224367.03,859880.85
FL00356,AMDDEL683,AMD,DEL,2024-05-27,106,A320,180,154,911338.0,207162.67
FL00357,DELDXB146,DEL,DXB,2024-02-28,209,A320,180,124,2550854.03,176908.19
FL00358,DELBLR942,DEL,BLR,2024-08-13,174,B737,162,141,92342.31,160721.26
FL00359,HYDBLR645,HYD,BLR,2024-01-17,60,A320,180,160,1071392.1,155979.57
FL00360,SYDSIN316,SYD,SIN,2024-04-17,512,A380,555,458,28590468.08,779479.72
FL00361,SEASFO967,SEA,SFO,2024-03-12,118,A320,180,138,650978.56,163449.36
FL00362,AMDDEL683,AMD,DEL,2024-03-27,105,B737,162,119,67380.54,149808.68
FL00363,DACCCU362,DAC,CCU,2024-02-18,54,B737,162,70,1008422.75,143515.22
FL00364,SINMAA969,SIN,MAA,2024-12-25,299,B777,350,297,18874110.35,423031.72
FL00365,DXBBOM181,DXB,BOM,2024-09-07,164,B737,162,77,1474834.19,160535.04
FL00366,JFKLHR189,JFK,LHR,2024-02-17,449,A380,555,416,10598587.74,752487.35
FL00367,PHXLAS165,PHX,LAS,2024-01-02,73,A320,180,180,783320.21,156055.01
FL00368,LAXNRT573,LAX,NRT,2024-02-02,691,A380,555,358,26324084.55,905827.43
FL00369,AMDDEL683,AMD,DEL,2024-05-25,99,A320,180,163,879212.56,161235.6
FL00370,DACCCU362,DAC,CCU,2024-01-25,51,B737,162,92,2349793.59,143478.79
FL00371,MIABOS172,MIA,BOS,2024-08-07,177,A320,180,139,119705.99,175382.43
FL00372,SINMAA969,SIN,MAA,2024-05-20,295,B777,350,154,6094225.02,419597.47
FL00373,BOMCCU689,BOM,CCU,2024-11-16,165,A320,180,156,625121.39,170675.29
FL00374,BOMBLR153,BOM,BLR,2024-09-01,93,A320,180,84,124611.57,262629.65
FL00375,SFOHKG814,SFO,HKG,2024-03-02,699,B777,350,228,7232369.7,548163.09
FL00376,MAADEL655,MAA,DEL,2024-02-22,176,B737,162,55,86948.15,159054.09
FL00377,SINMAA969,SIN,MAA,2024-12-12,289,A320,180,97,1582053.77,192554.58
FL00378,ORDATL400,ORD,ATL,2024-11-17,139,B737,162,153,719484.27,156532.65
FL00379,MAADEL655,MAA,DEL,2024-03-12,162,B737,162,114,119521.23,161526.67
FL00380,DELJFK372,DEL,JFK,2024-05-21,576,B777,350,272,14953110.82,536390.01
FL00381,SYDSIN316,SYD,SIN,2024-01-14,508,A380,555,555,40302539.79,767442.01
FL00382,DELCCU927,DEL,CCU,2024-05-31,129,B737,162,159,900791.08,153622.97
FL00383,BLRBOM564,BLR,BOM,2024-11-22,103,A320,180,145,872143.36,163137.26
FL00384,DELHYD177,DEL,HYD,2024-10-18,137,A320,180,153,617133.74,165054.35
FL00385,DELMAA878,DEL,MAA,2024-02-04,164,A320,180,55,72359.26,173415.95
FL00386,DELDXB146,DEL,DXB,2024-12-30,202,A320,180,165,4173751.87,174238.74
FL00387,BOMLHR621,BOM,LHR,2024-05-22,564,A380,555,197,18347137.26,841049.06
FL00388,BOMLHR621,BOM,LHR,2024-10-27,582,B777,350,335,18339718.6,504372.34
FL00389,SEASFO967,SEA,SFO,2024-05-02,120,B737,162,58,117676.58,152019.9
FL00390,BLRDEL424,BLR,DEL,2024-12-02,155,A320,180,143,70734.77,172014.41
FL00391,PHXLAS165,PHX,LAS,2024-09-24,76,B737,162,147,76200.28,144892.37
FL00392,SYDSIN316,SYD,SIN,2024-03-01,494,A380,555,297,10765962.83,752113.43
FL00393,DELAMD347,DEL,AMD,2024-10-22,107,B737,162,135,628968.9,149331.77
FL00394,BOMCCU689,BOM,CCU,2024-05-10,166,A320,180,180,1028634.78,168322.39
FL00395,DELDXB146,DEL,DXB,2024-01-07,186,A320,180,170,3597780.38,174631.69
FL00396,LHRBOM617,LHR,BOM,2024-12-01,568,A380,555,488,38054634.7,1169381.93
FL00397,BOMDXB422,BOM,DXB,2024-07-09,178,A320,180,79,1000295.89,171639.5
FL00398,DELBLR942,DEL,BLR,2024-02-05,152,B777,350,275,1986598.1,367178.18
FL00399,LHRBOM617,LHR,BOM,2024-07-07,574,B777,350,257,9704319.01,529058.77
FL00400,ATLORD193,ATL,ORD,2024-09-09,158,B737,162,144,719396.3,156912.57
FL00401,HYDBLR645,HYD,BLR,2024-07-28,57,A320,180,73,71635.03,156315.37
FL00402,LAXJFK190,LAX,JFK,2024-12-02,325,A320,180,180,908340.2,195174.04
FL00403,SFOSEA804,SFO,SEA,2024-01-31,108,A320,180,145,718711.91,161931.08
FL00404,DACCCU362,DAC,CCU,2024-07-30,49,B737,162,109,2225934.01,143536.91
FL00405,DELDXB146,DEL,DXB,2024-07-20,192,A320,180,74,1211974.48,179360.18
FL00406,BOMGOI330,BOM,GOI,2024-06-10,67,A320,180,150,927486.38,155247.59
FL00407,AMDDEL683,AMD,DEL,2024-04-13,103,A320,180,93,129372.62,160303.41
FL00408,BOSMIA977,BOS,MIA,2024-03-02,180,A320,180,147,491755.45,173553.05
FL00409,MAASIN314,MAA,SIN,2024-03-21,281,A320,180,111,1991805.1,192135.24
FL00410,DXBBOM181,DXB,BOM,2024-03-16,183,B737,162,51,710011.27,281975.85
FL00411,GOIBOM673,GOI,BOM,2024-03-30,60,A320,180,63,101620.34,155748.72
FL00412,BOMBLR153,BOM,BLR,2024-03-12,99,A320,180,49,120961.75,161159.1
FL00413,BOMDXB422,BOM,DXB,2024-12-17,164,A320,180,180,4274444.96,171818.24
FL00414,BOMDEL453,BOM,DEL,2024-04-11,131,B777,350,271,1569340.54,355391.57
FL00415,LAXJFK190,LAX,JFK,2024-08-24,333,A320,180,91,149063.61,200633.88
FL00416,BOMDEL453,BOM,DEL,2024-08-06,110,A320,180,113,118299.46,163269.64
FL00417,DELBLR942,DEL,BLR,2024-11-11,151,B737,162,117,490021.78,159544.84
FL00418,MAADEL655,MAA,DEL,2024-03-11,177,A320,180,129,606083.19,170165.64
FL00419,BOMLHR621,BOM,LHR,2024-07-14,578,A380,555,372,23431377.9,806147.95
FL00420,DELDXB146,DEL,DXB,2024-05-18,209,A320,180,145,2530534.18,178962.6
FL00421,AMDDEL683,AMD,DEL,2024-08-29,92,A320,180,144,787182.04,274078.17
FL00422,HYDBLR645,HYD,BLR,2024-05-16,64,B737,162,160,881300.91,145874.5
FL00423,DELSIN670,DEL,SIN,2024-07-17,458,A380,555,456,33535267.67,716563.0
FL00424,JFKLAX182,JFK,LAX,2024-12-23,336,B777,350,347,3416354.68,429000.22
FL00425,DELSIN670,DEL,SIN,2024-04-06,445,B777,350,316,18944347.93,479821.13
FL00426,PHXLAS165,PHX,LAS,2024-01-29,72,A320,180,150,863353.98,154893.22
FL00427,DELCCU927,DEL,CCU,2024-06-23,117,B737,162,162,940467.59,153888.01
FL00428,HYDDEL202,HYD,DEL,2024-03-13,124,B737,162,126,569652.8,155280.69
FL00429,HKGSFO785,HKG,SFO,2024-07-21,710,A380,555,369,20368199.44,926433.08
FL00430,SEASFO967,SEA,SFO,2024-09-06,120,B737,162,110,615035.53,152655.21
FL00431,DELJFK372,DEL,JFK,2024-12-06,571,B777,350,286,14426146.77,534920.4
FL00432,CCUBOM220,CCU,BOM,2024-12-25,144,B737,162,147,997646.69,160188.98
FL00433,CCUBOM220,CCU,BOM,2024-11-09,166,B737,162,133,77810.47,156896.59
FL00434,DELMAA878,DEL,MAA,2024-06-12,172,A320,180,180,715682.93,172302.14
FL00435,DXBLHR145,DXB,LHR,2024-08-16,457,A380,555,179,12208780.97,721833.7
FL00436,BOMBLR153,BOM,BLR,2024-01-25,108,B737,162,162,1087111.35,151799.8
FL00437,CCUDAC142,CCU,DAC,2024-10-06,70,A320,180,172,3976502.08,154314.12
FL00438,NRTLAX296,NRT,LAX,2024-08-19,679,B777,350,169,6344476.2,557678.84
FL00439,DELMAA878,DEL,MAA,2024-07-11,162,A320,180,105,559246.48,173552.37
FL00440,BLRFRA643,BLR,FRA,2024-09-04,603,A380,555,428,31775478.35,833494.58
FL00441,BOMCCU689,BOM,CCU,2024-06-18,166,A320,180,136,786511.69,170965.2
FL00442,BOMLHR621,BOM,LHR,2024-05-24,575,B777,350,252,12296137.34,525818.64
FL00443,HYDDEL202,HYD,DEL,2024-01-02,119,A320,180,156,966411.5,165480.71
FL00444,BOMBLR153,BOM,BLR,2024-03-28,118,A320,180,147,581472.41,160882.84
FL00445,DENDFW439,DEN,DFW,2024-12-04,124,A320,180,180,955005.81,164583.01
FL00446,ATLORD193,ATL,ORD,2024-01-23,134,A320,180,169,808331.22,167344.07
FL00447,HYDDEL202,HYD,DEL,2024-12-07,137,B737,162,95,591274.0,153627.31
FL00448,SINDEL765,SIN,DEL,2024-02-01,455,B777,350,270,5953136.19,479593.11
FL00449,DELSIN670,DEL,SIN,2024-08-31,458,A380,555,379,27988501.05,708725.35
FL00450,DACCCU362,DAC,CCU,2024-10-19,51,A320,180,158,2455161.44,154479.64
FL00451,BOMCCU689,BOM,CCU,2024-04-08,163,B777,350,146,1372513.26,366005.34
FL00452,HYDDEL202,HYD,DEL,2024-05-12,130,B737,162,156,889661.24,152638.26
FL00453,DENDFW439,DEN,DFW,2024-05-21,130,B737,162,162,566882.14,154354.61
FL00454,DXBDEL706,DXB,DEL,2024-02-27,188,B737,162,93,1481944.67,270935.84
FL00455,KTMDEL629,KTM,DEL,2024-02-21,110,A320,180,141,2757205.16,164429.4
FL00456,DFWDEN334,DFW,DEN,2024-10-19,131,B737,162,108,69486.57,152687.18
FL00457,NRTLAX296,NRT,LAX,2024-01-20,691,A380,555,555,32655264.53,838644.83
FL00458,DELKTM414,DEL,KTM,2024-07-09,117,A320,180,86,1298229.7,212211.25
FL00459,MAASIN314,MAA,SIN,2024-02-20,299,B777,350,208,7401373.46,421256.55
FL00460,BOMDXB422,BOM,DXB,2024-08-01,175,A320,180,106,1743009.45,175101.78
FL00461,LHRDXB596,LHR,DXB,2024-09-21,441,B777,350,318,15156605.67,463985.99
FL00462,HKGSFO785,HKG,SFO,2024-03-10,693,B777,350,239,9975508.5,553804.98
FL00463,DXBBOM181,DXB,BOM,2024-01-17,176,A320,180,180,4559770.07,265517.5
FL00464,DELDXB146,DEL,DXB,2024-03-04,200,A320,180,108,1723902.72,254384.93
FL00465,SINDEL765,SIN,DEL,2024-06-25,449,B777,350,350,20779200.99,484882.59
FL00466,BOMDEL453,BOM,DEL,2024-03-24,113,A320,180,137,113179.24,163092.02
FL00467,NRTLAX296,NRT,LAX,2024-11-29,676,B777,350,219,12005185.57,581872.17
FL00468,LASPHX403,LAS,PHX,2024-11-27,62,B737,162,146,542229.47,145151.6
FL00469,HKGSFO785,HKG,SFO,2024-11-25,693,A380,555,518,42456243.87,880892.32
FL00470,BOSMIA977,BOS,MIA,2024-09-23,193,A320,180,137,500220.25,174641.0
FL00471,DXBBOM181,DXB,BOM,2024-10-14,164,B737,162,142,2354953.16,159307.06
FL00472,LAXJFK190,LAX,JFK,2024-11-23,338,B777,350,251,854315.25,443733.79
FL00473,GOIBOM673,GOI,BOM,2024-09-21,72,A320,180,168,932342.97,155813.21
FL00474,DENDFW439,DEN,DFW,2024-12-14,125,B737,162,60,69299.86,153141.82
FL00475,DENDFW439,DEN,DFW,2024-01-19,134,A320,180,180,1204899.77,164491.98
FL00476,BLRHYD297,BLR,HYD,2024-11-22,62,B737,162,152,736152.5,145563.85
FL00477,DXBBOM181,DXB,BOM,2024-10-12,187,B737,162,111,1638113.77,159999.28
FL00478,LHRBOM617,LHR,BOM,2024-04-03,567,A380,555,519,18367613.98,787442.23
FL00479,LHRDXB596,LHR,DXB,2024-08-03,435,A380,555,368,19511591.53,718761.08
FL00480,LASPHX403,LAS,PHX,2024-11-20,69,A320,180,171,610005.31,155956.08
FL00481,BLRBOM564,BLR,BOM,2024-07-14,99,B737,162,111,533919.53,150059.59
FL00482,LAXJFK190,LAX,JFK,2024-10-18,323,B777,350,350,2150441.48,441530.68
FL00483,SYDSIN316,SYD,SIN,2024-06-19,500,B777,350,263,14720009.9,478942.92
FL00484,CCUDEL674,CCU,DEL,2024-03-27,121,B737,162,93,86563.25,155323.1
FL00485,FRABLR286,FRA,BLR,2024-08-07,596,B777,350,302,11986255.88,513286.15
FL00486,DXBLHR145,DXB,LHR,2024-01-08,432,B777,350,350,20196923.13,459207.0
FL00487,JFKLHR189,JFK,LHR,2024-04-25,453,A380,555,411,22102881.8,725406.21
FL00488,GOIBOM673,GOI,BOM,2024-01-24,63,A320,180,156,89008.89,155568.49
FL00489,SEASFO967,SEA,SFO,2024-03-09,126,B737,162,129,91427.28,151319.1
FL00490,DENDFW439,DEN,DFW,2024-04-24,117,A320,180,120,642840.82,165297.7
FL00491,BLRBOM564,BLR,BOM,2024-11-29,112,A320,180,135,689022.04,236539.63
FL00492,BLRDEL424,BLR,DEL,2024-01-25,163,B737,162,162,622031.25,160130.4
FL00493,MIABOS172,MIA,BOS,2024-10-07,172,A320,180,164,676717.81,269405.4
FL00494,GOIBOM673,GOI,BOM,2024-02-21,56,A320,180,109,82346.28,155022.95
FL00495,DELDXB146,DEL,DXB,2024-03-01,209,B737,162,123,1863806.41,165022.33
FL00496,DELAMD347,DEL,AMD,2024-04-13,95,B737,162,124,127467.51,150440.64
FL00497,SFOHKG814,SFO,HKG,2024-06-18,705,A380,555,381,21885867.51,850180.07
FL00498,LAXNRT573,LAX,NRT,2024-02-16,696,B777,350,192,8696366.38,589267.61
FL00499,BLRHYD297,BLR,HYD,2024-05-31,66,A320,180,126,772082.63,156553.87
FL00500,ATLORD193,ATL,ORD,2024-06-09,133,B737,162,118,687309.13,158166.14
FL00501,MAASIN314,MAA,SIN,2024-11-27,298,A320,180,134,2442460.45,192301.34
FL00502,MAADEL655,MAA,DEL,2024-06-24,164,A320,180,151,992154.63,233084.05
FL00503,SFOHKG814,SFO,HKG,2024-08-03,688,A380,555,449,21481635.02,901789.53
FL00504,MAASIN314,MAA,SIN,2024-08-01,294,A320,180,128,2263056.66,190652.95
FL00505,DFWDEN334,DFW,DEN,2024-11-09,116,B737,162,80,102184.13,155172.6
FL00506,LASPHX403,LAS,PHX,2024-02-27,53,B737,162,107,109893.69,145202.72
FL00507,HKGSFO785,HKG,SFO,2024-09-25,708,A380,555,456,32278177.42,926612.38
FL00508,SINMAA969,SIN,MAA,2024-09-24,290,B737,162,135,2317281.57,179638.89
FL00509,ORDATL400,ORD,ATL,2024-11-24,134,B737,162,148,674440.07,158521.72
FL00510,DELBOM405,DEL,BOM,2024-03-21,130,B737,162,108,92254.73,151845.32
FL00511,PHXLAS165,PHX,LAS,2024-06-18,65,A320,180,126,551116.24,155661.76
FL00512,BOMDXB422,BOM,DXB,2024-08-23,172,A320,180,133,1729738.56,173020.26
FL00513,BLRBOM564,BLR,BOM,2024-11-30,95,B777,350,145,783071.65,348010.8
FL00514,DELJFK372,DEL,JFK,2024-11-12,581,A380,555,517,36542061.65,822957.65
FL00515,LAXJFK190,LAX,JFK,2024-01-28,337,B737,162,162,774989.41,186828.72
FL00516,LASPHX403,LAS,PHX,2024-07-05,63,B737,162,96,116881.41,144727.79
FL00517,ORDATL400,ORD,ATL,2024-05-29,148,B737,162,134,503803.18,158190.16
FL00518,DELHYD177,DEL,HYD,2024-07-28,125,B737,162,69,72234.56,155188.9
FL00519,CCUDEL674,CCU,DEL,2024-04-07,138,A320,180,118,530300.25,167220.18
FL00520,SINDEL765,SIN,DEL,2024-08-18,440,B777,350,260,11083020.29,494369.13
FL00521,DXBDEL706,DXB,DEL,2024-10-10,190,B737,162,155,2876753.71,164486.36
FL00522,SFOHKG814,SFO,HKG,2024-03-06,699,B777,350,144,6134240.13,561924.76
FL00523,SFOSEA804,SFO,SEA,2024-12-20,115,B777,350,301,3358109.94,354077.8
FL00524,JFKDEL155,JFK,DEL,2024-07-30,584,B777,350,293,12547361.48,541871.37
FL00525,SINMAA969,SIN,MAA,2024-10-10,286,B737,162,117,2348463.18,176050.89
FL00526,DELKTM414,DEL,KTM,2024-12-29,112,B737,162,162,3477760.22,152738.26
FL00527,HKGSFO785,HKG,SFO,2024-06-29,708,B777,350,317,20643803.16,583211.82
FL00528,LHRDXB596,LHR,DXB,2024-09-30,432,A380,555,509,23523204.02,731212.65
FL00529,DFWDEN334,DFW,DEN,2024-12-09,133,A320,180,81,534205.07,166584.9
FL00530,DELAMD347,DEL,AMD,2024-02-01,103,A320,180,111,192259.15,276526.79
FL00531,BOMBLR153,BOM,BLR,2024-12-11,100,B737,162,162,976059.09,151033.11
FL00532,DELDXB146,DEL,DXB,2024-12-22,210,B737,162,162,4315708.2,163843.34
FL00533,NRTLAX296,NRT,LAX,2024-10-09,690,B777,350,187,7703469.26,587331.01
FL00534,DXBBOM181,DXB,BOM,2024-11-20,181,A320,180,152,3291584.81,173261.82
FL00535,DELCCU927,DEL,CCU,2024-04-09,122,B737,162,111,540603.33,153458.23
FL00536,LHRDXB596,LHR,DXB,2024-07-12,440,B777,350,119,4378726.64,464052.27
FL00537,DELBOM405,DEL,BOM,2024-12-29,130,A320,180,137,967049.5,164232.13
FL00538,KTMDEL629,KTM,DEL,2024-12-04,124,B737,162,162,3569501.62,151084.01
FL00539,JFKLAX182,JFK,LAX,2024-04-04,330,B777,350,313,1852758.45,433696.22
FL00540,MAADEL655,MAA,DEL,2024-04-19,171,A320,180,132,550129.9,173423.51
FL00541,DXBDEL706,DXB,DEL,2024-10-14,199,A320,180,180,2569470.1,177645.19
FL00542,HYDBLR645,HYD,BLR,2024-11-10,69,B737,162,114,109408.9,146021.65
FL00543,DELKTM414,DEL,KTM,2024-02-28,126,B737,162,111,1475148.64,153315.98
FL00544,ATLORD193,ATL,ORD,2024-09-17,149,B737,162,103,117488.09,155621.38
FL00545,MAADEL655,MAA,DEL,2024-03-26,158,B777,350,265,1687001.87,371148.96
FL00546,LAXNRT573,LAX,NRT,2024-04-19,698,A380,555,427,22546943.15,880957.96
FL00547,CCUDAC142,CCU,DAC,2024-08-10,60,B737,162,138,2529741.17,143595.23
FL00548,HKGSFO785,HKG,SFO,2024-02-14,694,B777,350,104,3584754.02,548141.92
FL00549,DELKTM414,DEL,KTM,2024-07-17,105,A320,180,123,1872730.26,163011.11
FL00550,BOMLHR621,BOM,LHR,2024-11-12,571,B777,350,178,6226254.0,539061.64
FL00551,KTMDEL629,KTM,DEL,2024-05-28,116,B737,162,129,1934430.93,152927.16
FL00552,DFWDEN334,DFW,DEN,2024-12-04,137,A320,180,74,123810.43,165811.03
FL00553,JFKDEL155,JFK,DEL,2024-05-31,592,A380,555,409,33816406.32,841716.99
FL00554,SINMAA969,SIN,MAA,2024-07-10,276,B777,350,197,10171471.76,408640.93
FL00555,DELBOM405,DEL,BOM,2024-07-20,129,B737,162,139,490119.5,153467.51
FL00556,ORDATL400,ORD,ATL,2024-11-26,141,A320,180,121,136503.57,168729.86
FL00557,DELCCU927,DEL,CCU,2024-12-09,134,A320,180,180,1225529.32,167239.89
FL00558,BOSMIA977,BOS,MIA,2024-02-07,187,B737,162,89,71835.81,163638.22
FL00559,LAXJFK190,LAX,JFK,2024-12-09,328,B737,162,127,717983.8,318609.64
FL00560,PHXLAS165,PHX,LAS,2024-11-11,78,A320,180,155,87399.76,155570.32
FL00561,JFKLAX182,JFK,LAX,2024-03-27,331,B777,350,110,233436.21,438523.2
FL00562,AMDDEL683,AMD,DEL,2024-03-09,113,B737,162,101,119098.99,150209.32
FL00563,GOIBOM673,GOI,BOM,2024-02-25,57,A320,180,127,609684.45,155880.15
FL00564,DACCCU362,DAC,CCU,2024-05-14,62,A320,180,166,3899641.02,154604.31
FL00565,JFKLHR189,JFK,LHR,2024-10-24,443,B777,350,327,13560449.8,460858.95
FL00566,BOMLHR621,BOM,LHR,2024-10-03,584,A380,555,519,34341074.14,787517.3
FL00567,SINDEL765,SIN,DEL,2024-05-28,440,A380,555,269,15470127.5,726972.71
FL00568,LAXNRT573,LAX,NRT,2024-11-10,694,B777,350,310,11637402.7,549082.09
FL00569,DELSIN670,DEL,SIN,2024-03-15,455,A380,555,372,19839344.83,718931.33
FL00570,BLRHYD297,BLR,HYD,2024-07-08,69,A320,180,138,592842.63,156444.73
FL00571,LASPHX403,LAS,PHX,2024-01-24,73,B737,162,94,113642.03,225894.38
FL00572,DXBBOM181,DXB,BOM,2024-05-14,180,A320,180,162,3130603.94,172418.65
FL00573,LHRJFK256,LHR,JFK,2024-02-09,446,A380,555,355,16317525.34,732690.93
FL00574,BOMDXB422,BOM,DXB,2024-09-06,176,B737,162,151,1935411.76,162865.59
FL00575,BOMCCU689,BOM,CCU,2024-09-20,165,A320,180,125,484955.67,169397.84
FL00576,BOMDXB422,BOM,DXB,2024-04-27,177,A320,180,132,1943575.65,173906.95
FL00577,CCUDEL674,CCU,DEL,2024-11-27,122,B737,162,102,92195.2,154674.19
FL00578,DELHYD177,DEL,HYD,2024-01-21,129,B737,162,131,561075.13,220745.72
FL00579,DENDFW439,DEN,DFW,2024-10-15,114,B737,162,158,110999.97,154716.79
FL00580,CCUDEL674,CCU,DEL,2024-08-29,142,A320,180,110,556081.18,166102.08
FL00581,SINDEL765,SIN,DEL,2024-04-03,454,A380,555,443,24493977.84,744809.17
FL00582,BLRFRA643,BLR,FRA,2024-04-27,606,B777,350,233,7967945.49,535991.25
FL00583,NRTLAX296,NRT,LAX,2024-03-17,701,B777,350,203,10024019.95,572829.96
FL00584,BOMLHR621,BOM,LHR,2024-03-01,560,B777,350,144,7111879.22,525358.41
FL00585,DACCCU362,DAC,CCU,2024-12-13,62,B737,162,156,3094013.52,143501.79
FL00586,SEASFO967,SEA,SFO,2024-09-03,125,A320,180,136,675298.46,163943.71
FL00587,DXBBOM181,DXB,BOM,2024-02-20,164,B737,162,98,1712794.66,162994.57
FL00588,BOMGOI330,BOM,GOI,2024-10-05,71,A320,180,130,722044.3,155797.83
